model,json_file,section,BERTScore_F1,BERTScore_P,BERTScore_R,F,R,A,C,U
google/t5-efficient-small-nl36,6jxnnngb.json,ethical_considerations,-0.7300694584846497,-0.7893788814544678,-0.6748367547988892,1,5,1,5,1
google/t5-efficient-small-nl36,6jxnnngb.json,caveats_recommendations,-0.17559707164764404,0.022379931062459946,-0.361886203289032,4,5,4,4,4
google/t5-efficient-small-nl36,pj4ufzdy.json,model_details,-0.10841754823923111,0.07699842751026154,-0.28393983840942383,3,5,3,3,3
google/t5-efficient-small-nl36,pj4ufzdy.json,intended_use,-0.27405720949172974,-0.09344068169593811,-0.4455161988735199,5,5,5,5,5
google/t5-efficient-small-nl36,pj4ufzdy.json,generative_capabilities,-0.28219160437583923,-0.1057688295841217,-0.45004281401634216,2,5,2,4,2
google/t5-efficient-small-nl36,pj4ufzdy.json,safety_considerations,-0.6793949604034424,-0.6859490275382996,-0.6783000826835632,1,5,1,5,1
google/t5-efficient-small-nl36,pj4ufzdy.json,training_data,-0.3500640392303467,-0.29157090187072754,-0.4113785922527313,5,5,5,5,5
google/t5-efficient-small-nl36,pj4ufzdy.json,performance_metrics,-0.6793949604034424,-0.6859490275382996,-0.6783000826835632,1,5,1,5,1
google/t5-efficient-small-nl36,pj4ufzdy.json,ethical_considerations,-0.7300694584846497,-0.7893788814544678,-0.6748367547988892,1,5,1,5,1
google/t5-efficient-small-nl36,pj4ufzdy.json,caveats_recommendations,-0.32579368352890015,-0.16616298258304596,-0.47910478711128235,5,5,5,5,5
google/t5-efficient-small-nl36,3o1icns8.json,model_details,-0.26163968443870544,-0.1446348875761032,-0.37696442008018494,3,5,3,2,3
google/t5-efficient-small-nl36,3o1icns8.json,intended_use,-0.6483029723167419,-0.6198170781135559,-0.681702196598053,1,5,1,5,1
google/t5-efficient-small-nl36,3o1icns8.json,generative_capabilities,-0.6793949604034424,-0.6859490275382996,-0.6783000826835632,1,5,1,5,1
google/t5-efficient-small-nl36,3o1icns8.json,safety_considerations,-0.6793949604034424,-0.6859490275382996,-0.6783000826835632,1,5,1,5,1
google/t5-efficient-small-nl36,3o1icns8.json,training_data,-0.45465752482414246,-0.35704419016838074,-0.5527204871177673,2,5,2,4,2
google/t5-efficient-small-nl36,3o1icns8.json,performance_metrics,-0.6793949604034424,-0.6859490275382996,-0.6783000826835632,1,5,1,5,1
google/t5-efficient-small-nl36,3o1icns8.json,ethical_considerations,-0.7300694584846497,-0.7893788814544678,-0.6748367547988892,1,5,1,5,1
google/t5-efficient-small-nl36,3o1icns8.json,caveats_recommendations,-0.6142973303794861,-0.5499374866485596,-0.6818872094154358,1,5,1,5,1
google/t5-efficient-small-nl36,y7uiko4b.json,model_details,-0.31470614671707153,-0.18202544748783112,-0.4442141354084015,3,5,3,3,3
google/t5-efficient-small-nl36,y7uiko4b.json,intended_use,-0.26477399468421936,-0.02985747717320919,-0.4819420278072357,5,5,5,5,5
google/t5-efficient-small-nl36,y7uiko4b.json,generative_capabilities,-0.6793949604034424,-0.6859490275382996,-0.6783000826835632,1,5,1,5,1
google/t5-efficient-small-nl36,y7uiko4b.json,safety_considerations,-0.6793949604034424,-0.6859490275382996,-0.6783000826835632,1,5,1,5,1
google/t5-efficient-small-nl36,y7uiko4b.json,training_data,-0.3233720362186432,-0.1288520246744156,-0.5067161917686462,3,5,3,4,3
google/t5-efficient-small-nl36,y7uiko4b.json,performance_metrics,-0.6793949604034424,-0.6859490275382996,-0.6783000826835632,1,5,1,5,1
google/t5-efficient-small-nl36,y7uiko4b.json,ethical_considerations,-0.7300694584846497,-0.7893788814544678,-0.6748367547988892,1,5,1,5,1
google/t5-efficient-small-nl36,y7uiko4b.json,caveats_recommendations,-0.6142973303794861,-0.5499374866485596,-0.6818872094154358,1,5,1,5,1
google/t5-efficient-small-nl36,usu9f8q8.json,model_details,-0.08807224035263062,-0.04019933193922043,-0.13848450779914856,4,5,4,4,4
google/t5-efficient-small-nl36,usu9f8q8.json,intended_use,-0.2818341851234436,-0.156210258603096,-0.4049680531024933,3,5,3,4,3
google/t5-efficient-small-nl36,usu9f8q8.json,generative_capabilities,-0.17224521934986115,-0.03977907821536064,-0.30133354663848877,3,5,3,4,3
google/t5-efficient-small-nl36,usu9f8q8.json,safety_considerations,-0.6793949604034424,-0.6859490275382996,-0.6783000826835632,1,5,1,5,1
google/t5-efficient-small-nl36,usu9f8q8.json,training_data,-0.23468248546123505,-0.09724348038434982,-0.36831197142601013,3,5,3,4,3
google/t5-efficient-small-nl36,usu9f8q8.json,performance_metrics,-0.6793949604034424,-0.6859490275382996,-0.6783000826835632,1,5,1,5,1
google/t5-efficient-small-nl36,usu9f8q8.json,ethical_considerations,-0.7300694584846497,-0.7893788814544678,-0.6748367547988892,1,5,1,5,1
google/t5-efficient-small-nl36,usu9f8q8.json,caveats_recommendations,-0.6142973303794861,-0.5499374866485596,-0.6818872094154358,1,5,1,5,1
mrm8488/spanbert-finetuned-squadv1,ghgbcyh3.json,model_details,-0.2961729168891907,-0.19700707495212555,-0.39530783891677856,4,5,4,4,4
mrm8488/spanbert-finetuned-squadv1,ghgbcyh3.json,intended_use,-0.35193437337875366,-0.20272789895534515,-0.4961373209953308,3,5,3,4,3
mrm8488/spanbert-finetuned-squadv1,ghgbcyh3.json,generative_capabilities,-0.2273995727300644,0.0032208848278969526,-0.4410634934902191,2,5,2,4,2
mrm8488/spanbert-finetuned-squadv1,ghgbcyh3.json,safety_considerations,-0.676331639289856,-0.6268998384475708,-0.7299657464027405,1,5,1,5,1
mrm8488/spanbert-finetuned-squadv1,ghgbcyh3.json,training_data,-0.18542203307151794,-0.03533988073468208,-0.3301992118358612,5,5,5,5,5
mrm8488/spanbert-finetuned-squadv1,ghgbcyh3.json,performance_metrics,-0.676331639289856,-0.6268998384475708,-0.7299657464027405,1,5,1,5,1
mrm8488/spanbert-finetuned-squadv1,ghgbcyh3.json,ethical_considerations,-0.7074600458145142,-0.6914958357810974,-0.7288143634796143,1,5,1,5,1
mrm8488/spanbert-finetuned-squadv1,ghgbcyh3.json,caveats_recommendations,-0.6387866735458374,-0.5410541892051697,-0.7373561263084412,1,5,1,5,1
mrm8488/spanbert-finetuned-squadv1,fvl03dut.json,model_details,-0.26022985577583313,-0.15274953842163086,-0.36689528822898865,4,5,4,4,4
mrm8488/spanbert-finetuned-squadv1,fvl03dut.json,intended_use,-0.30212724208831787,-0.17400206625461578,-0.4275406301021576,3,5,3,4,3
mrm8488/spanbert-finetuned-squadv1,fvl03dut.json,generative_capabilities,-0.676331639289856,-0.6268998384475708,-0.7299657464027405,1,5,1,5,1
mrm8488/spanbert-finetuned-squadv1,fvl03dut.json,safety_considerations,-0.676331639289856,-0.6268998384475708,-0.7299657464027405,1,5,1,5,1
mrm8488/spanbert-finetuned-squadv1,fvl03dut.json,training_data,-0.31831619143486023,-0.15131402015686035,-0.47803795337677,4,5,4,4,4
mrm8488/spanbert-finetuned-squadv1,fvl03dut.json,performance_metrics,-0.676331639289856,-0.6268998384475708,-0.7299657464027405,1,5,1,5,1
mrm8488/spanbert-finetuned-squadv1,fvl03dut.json,ethical_considerations,-0.7074600458145142,-0.6914958357810974,-0.7288143634796143,1,5,1,5,1
mrm8488/spanbert-finetuned-squadv1,fvl03dut.json,caveats_recommendations,-0.6387866735458374,-0.5410541892051697,-0.7373561263084412,1,5,1,5,1
mrm8488/spanbert-finetuned-squadv1,4s7azv2e.json,model_details,-0.03590209037065506,0.301746129989624,-0.3355914056301117,3,5,3,4,3
mrm8488/spanbert-finetuned-squadv1,4s7azv2e.json,intended_use,-0.3335515856742859,-0.06147804111242294,-0.5807178020477295,5,5,5,5,5
mrm8488/spanbert-finetuned-squadv1,4s7azv2e.json,generative_capabilities,-0.6683675050735474,-0.6141610145568848,-0.7265173196792603,1,5,1,5,1
mrm8488/spanbert-finetuned-squadv1,4s7azv2e.json,safety_considerations,-0.676331639289856,-0.6268998384475708,-0.7299657464027405,1,5,1,5,1
mrm8488/spanbert-finetuned-squadv1,4s7azv2e.json,training_data,-0.12127158045768738,0.19542333483695984,-0.40434834361076355,5,5,5,5,5
mrm8488/spanbert-finetuned-squadv1,4s7azv2e.json,performance_metrics,-0.24766330420970917,0.002186522586271167,-0.4770970642566681,5,5,5,5,5
mrm8488/spanbert-finetuned-squadv1,4s7azv2e.json,ethical_considerations,-0.7074600458145142,-0.6914958357810974,-0.7288143634796143,1,5,1,5,1
mrm8488/spanbert-finetuned-squadv1,4s7azv2e.json,caveats_recommendations,-0.2725470960140228,0.04052725434303284,-0.5521895289421082,3,5,3,4,3
mrm8488/spanbert-finetuned-squadv1,fuu8dd22.json,model_details,-0.27307647466659546,-0.1381768435239792,-0.4045007824897766,4,5,4,4,4
mrm8488/spanbert-finetuned-squadv1,fuu8dd22.json,intended_use,-0.29166269302368164,-0.1359499841928482,-0.4415144920349121,5,5,5,5,5
mrm8488/spanbert-finetuned-squadv1,fuu8dd22.json,generative_capabilities,-0.3853265345096588,-0.25284141302108765,-0.5147683620452881,4,5,4,4,4
mrm8488/spanbert-finetuned-squadv1,fuu8dd22.json,safety_considerations,-0.676331639289856,-0.6268998384475708,-0.7299657464027405,1,5,1,5,1
mrm8488/spanbert-finetuned-squadv1,fuu8dd22.json,training_data,-0.2300853729248047,0.006948691792786121,-0.44904282689094543,3,5,3,4,3
mrm8488/spanbert-finetuned-squadv1,fuu8dd22.json,performance_metrics,-0.25203368067741394,0.032881323248147964,-0.5096563100814819,5,5,5,5,5
mrm8488/spanbert-finetuned-squadv1,fuu8dd22.json,ethical_considerations,-0.7074600458145142,-0.6914958357810974,-0.7288143634796143,1,5,1,5,1
mrm8488/spanbert-finetuned-squadv1,fuu8dd22.json,caveats_recommendations,-0.3381582200527191,-0.19938991963863373,-0.47311943769454956,5,5,5,5,5
mrm8488/spanbert-finetuned-squadv1,555jxurg.json,model_details,-0.31607890129089355,-0.13998591899871826,-0.4836614727973938,4,5,4,3,4
mrm8488/spanbert-finetuned-squadv1,555jxurg.json,intended_use,-0.3540430963039398,-0.1327085942029953,-0.5598766803741455,3,5,3,4,3
mrm8488/spanbert-finetuned-squadv1,555jxurg.json,generative_capabilities,-0.676331639289856,-0.6268998384475708,-0.7299657464027405,1,5,1,5,1
mrm8488/spanbert-finetuned-squadv1,555jxurg.json,safety_considerations,-0.676331639289856,-0.6268998384475708,-0.7299657464027405,1,5,1,5,1
mrm8488/spanbert-finetuned-squadv1,555jxurg.json,training_data,-0.28282129764556885,-0.001625122968107462,-0.5373978614807129,3,5,3,4,3
mrm8488/spanbert-finetuned-squadv1,555jxurg.json,performance_metrics,-0.676331639289856,-0.6268998384475708,-0.7299657464027405,1,5,1,5,1
mrm8488/spanbert-finetuned-squadv1,555jxurg.json,ethical_considerations,-0.7074600458145142,-0.6914958357810974,-0.7288143634796143,1,5,1,5,1
mrm8488/spanbert-finetuned-squadv1,555jxurg.json,caveats_recommendations,-0.6387866735458374,-0.5410541892051697,-0.7373561263084412,1,5,1,5,1
mrm8488/spanbert-finetuned-squadv1,owyoo5yb.json,model_details,-0.23310525715351105,-0.015423103235661983,-0.4359971284866333,4,5,4,4,4
mrm8488/spanbert-finetuned-squadv1,owyoo5yb.json,intended_use,-0.21149951219558716,0.09477254748344421,-0.4860866069793701,3,5,3,4,3
mrm8488/spanbert-finetuned-squadv1,owyoo5yb.json,generative_capabilities,-0.676331639289856,-0.6268998384475708,-0.7299657464027405,1,5,1,5,1
mrm8488/spanbert-finetuned-squadv1,owyoo5yb.json,safety_considerations,-0.676331639289856,-0.6268998384475708,-0.7299657464027405,1,5,1,5,1
mrm8488/spanbert-finetuned-squadv1,owyoo5yb.json,training_data,-0.10252786427736282,0.24020123481750488,-0.40580639243125916,5,5,5,5,5
mrm8488/spanbert-finetuned-squadv1,owyoo5yb.json,performance_metrics,-0.25203368067741394,0.032881323248147964,-0.5096563100814819,5,5,5,5,5
mrm8488/spanbert-finetuned-squadv1,owyoo5yb.json,ethical_considerations,-0.7074600458145142,-0.6914958357810974,-0.7288143634796143,1,5,1,5,1
mrm8488/spanbert-finetuned-squadv1,owyoo5yb.json,caveats_recommendations,-0.6387866735458374,-0.5410541892051697,-0.7373561263084412,1,5,1,5,1
mrm8488/spanbert-finetuned-squadv1,rjnm2l44.json,model_details,-0.29554182291030884,-0.20440714061260223,-0.3872790038585663,4,5,4,4,4
mrm8488/spanbert-finetuned-squadv1,rjnm2l44.json,intended_use,-0.3204941153526306,-0.15758952498435974,-0.4766552448272705,4,5,4,5,4
mrm8488/spanbert-finetuned-squadv1,rjnm2l44.json,generative_capabilities,-0.210140198469162,0.03763854131102562,-0.4379461407661438,2,5,2,4,2
mrm8488/spanbert-finetuned-squadv1,rjnm2l44.json,safety_considerations,-0.676331639289856,-0.6268998384475708,-0.7299657464027405,1,5,1,5,1
mrm8488/spanbert-finetuned-squadv1,rjnm2l44.json,training_data,-0.1884843111038208,-0.04135962575674057,-0.33065056800842285,5,5,5,5,5
mrm8488/spanbert-finetuned-squadv1,rjnm2l44.json,performance_metrics,-0.676331639289856,-0.6268998384475708,-0.7299657464027405,1,5,1,5,1
mrm8488/spanbert-finetuned-squadv1,rjnm2l44.json,ethical_considerations,-0.4537937045097351,-0.28738993406295776,-0.6130838990211487,1,5,1,5,1
mrm8488/spanbert-finetuned-squadv1,rjnm2l44.json,caveats_recommendations,-0.2506658732891083,0.04616990685462952,-0.5177095532417297,3,5,3,4,3
xlnet/xlnet-large-cased,y9ik01l0.json,model_details,-0.21468468010425568,-0.2091841697692871,-0.2241140902042389,5,5,5,5,5
xlnet/xlnet-large-cased,y9ik01l0.json,intended_use,-0.03370507061481476,0.18775193393230438,-0.23987817764282227,4,5,4,5,4
xlnet/xlnet-large-cased,y9ik01l0.json,generative_capabilities,-0.6439297199249268,-0.6475456953048706,-0.645664393901825,1,5,1,5,1
xlnet/xlnet-large-cased,y9ik01l0.json,safety_considerations,-0.6439297199249268,-0.6475456953048706,-0.645664393901825,1,5,1,5,1
xlnet/xlnet-large-cased,y9ik01l0.json,training_data,-0.20504088699817657,-0.12802211940288544,-0.2834198772907257,5,5,5,5,5
xlnet/xlnet-large-cased,y9ik01l0.json,performance_metrics,-0.6439297199249268,-0.6475456953048706,-0.645664393901825,1,5,1,5,1
xlnet/xlnet-large-cased,y9ik01l0.json,ethical_considerations,-0.6836223006248474,-0.7288683652877808,-0.6429927349090576,1,5,1,5,1
xlnet/xlnet-large-cased,y9ik01l0.json,caveats_recommendations,-0.5860394239425659,-0.5257421135902405,-0.6497230529785156,1,5,1,5,1
xlnet/xlnet-large-cased,vdp6orsn.json,model_details,-0.24167896807193756,-0.18810851871967316,-0.29799792170524597,4,5,4,3,4
xlnet/xlnet-large-cased,vdp6orsn.json,intended_use,-0.6176336407661438,-0.5910739302635193,-0.6490650773048401,1,5,1,5,1
xlnet/xlnet-large-cased,vdp6orsn.json,generative_capabilities,-0.15244589745998383,-0.0002179093862650916,-0.2990760803222656,3,5,3,4,3
xlnet/xlnet-large-cased,vdp6orsn.json,safety_considerations,-0.6439297199249268,-0.6475456953048706,-0.645664393901825,1,5,1,5,1
xlnet/xlnet-large-cased,vdp6orsn.json,training_data,-0.24519045650959015,-0.2090897262096405,-0.2847297191619873,5,5,5,5,5
xlnet/xlnet-large-cased,vdp6orsn.json,performance_metrics,-0.6439297199249268,-0.6475456953048706,-0.645664393901825,1,5,1,5,1
xlnet/xlnet-large-cased,vdp6orsn.json,ethical_considerations,-0.6836223006248474,-0.7288683652877808,-0.6429927349090576,1,5,1,5,1
xlnet/xlnet-large-cased,vdp6orsn.json,caveats_recommendations,-0.5860394239425659,-0.5257421135902405,-0.6497230529785156,1,5,1,5,1
xlnet/xlnet-large-cased,c2czo2su.json,model_details,-0.09025053679943085,0.0072447797283530235,-0.18737557530403137,5,5,5,5,5
xlnet/xlnet-large-cased,c2czo2su.json,intended_use,-0.1486356258392334,0.14755861461162567,-0.41551825404167175,5,5,5,5,5
xlnet/xlnet-large-cased,c2czo2su.json,generative_capabilities,-0.18267126381397247,-0.004653214477002621,-0.35184821486473083,5,5,5,5,5
xlnet/xlnet-large-cased,c2czo2su.json,safety_considerations,-0.4745652675628662,-0.36506932973861694,-0.5834994912147522,2,5,2,4,2
xlnet/xlnet-large-cased,c2czo2su.json,training_data,-0.3533021807670593,-0.2894643247127533,-0.419686883687973,4,5,4,4,4
xlnet/xlnet-large-cased,c2czo2su.json,performance_metrics,-0.2026778906583786,0.04225921258330345,-0.4281691908836365,3,5,3,4,3
xlnet/xlnet-large-cased,c2czo2su.json,ethical_considerations,-0.2142813801765442,-0.01889868825674057,-0.3983629643917084,4,5,4,5,4
xlnet/xlnet-large-cased,c2czo2su.json,caveats_recommendations,-0.17587925493717194,0.030523940920829773,-0.36931440234184265,5,5,5,5,5
xlnet/xlnet-large-cased,g5hcbbmh.json,model_details,-0.10472099483013153,-0.010394915007054806,-0.19895297288894653,5,5,5,5,5
xlnet/xlnet-large-cased,g5hcbbmh.json,intended_use,-0.033764757215976715,0.3136087656021118,-0.3409389853477478,5,5,5,5,5
xlnet/xlnet-large-cased,g5hcbbmh.json,generative_capabilities,-0.02711436338722706,0.1756717562675476,-0.21749450266361237,4,5,4,5,4
xlnet/xlnet-large-cased,g5hcbbmh.json,safety_considerations,-0.6439297199249268,-0.6475456953048706,-0.645664393901825,1,5,1,5,1
xlnet/xlnet-large-cased,g5hcbbmh.json,training_data,-0.2594076991081238,-0.14869768917560577,-0.36901411414146423,5,5,5,5,5
xlnet/xlnet-large-cased,g5hcbbmh.json,performance_metrics,-0.6439297199249268,-0.6475456953048706,-0.645664393901825,1,5,1,5,1
xlnet/xlnet-large-cased,g5hcbbmh.json,ethical_considerations,-0.6836223006248474,-0.7288683652877808,-0.6429927349090576,1,5,1,5,1
xlnet/xlnet-large-cased,g5hcbbmh.json,caveats_recommendations,-0.06275264173746109,0.24443243443965912,-0.3385941684246063,4,5,4,5,4
xlnet/xlnet-large-cased,nqo7yirq.json,model_details,-0.1900145560503006,-0.0711626261472702,-0.3068735599517822,4,5,4,3,4
xlnet/xlnet-large-cased,nqo7yirq.json,intended_use,-0.6176336407661438,-0.5910739302635193,-0.6490650773048401,1,5,1,5,1
xlnet/xlnet-large-cased,nqo7yirq.json,generative_capabilities,-0.6439297199249268,-0.6475456953048706,-0.645664393901825,1,5,1,5,1
xlnet/xlnet-large-cased,nqo7yirq.json,safety_considerations,-0.6439297199249268,-0.6475456953048706,-0.645664393901825,1,5,1,5,1
xlnet/xlnet-large-cased,nqo7yirq.json,training_data,-0.31382784247398376,-0.19350460171699524,-0.4322476387023926,5,5,5,5,5
xlnet/xlnet-large-cased,nqo7yirq.json,performance_metrics,-0.6439297199249268,-0.6475456953048706,-0.645664393901825,1,5,1,5,1
xlnet/xlnet-large-cased,nqo7yirq.json,ethical_considerations,-0.6836223006248474,-0.7288683652877808,-0.6429927349090576,1,5,1,5,1
xlnet/xlnet-large-cased,nqo7yirq.json,caveats_recommendations,-0.5860394239425659,-0.5257421135902405,-0.6497230529785156,1,5,1,5,1
xlnet/xlnet-large-cased,8rtm4j3d.json,model_details,-0.18894906342029572,-0.08905454725027084,-0.2885117530822754,3,5,3,2,3
xlnet/xlnet-large-cased,8rtm4j3d.json,intended_use,0.024139326065778732,0.377549946308136,-0.28794506192207336,5,5,5,5,5
xlnet/xlnet-large-cased,8rtm4j3d.json,generative_capabilities,0.0012237061746418476,0.28257930278778076,-0.25424185395240784,4,5,4,5,4
xlnet/xlnet-large-cased,8rtm4j3d.json,safety_considerations,-0.6439297199249268,-0.6475456953048706,-0.645664393901825,1,5,1,5,1
xlnet/xlnet-large-cased,8rtm4j3d.json,training_data,-0.2296944260597229,-0.06400876492261887,-0.3882054090499878,4,5,4,4,4
xlnet/xlnet-large-cased,8rtm4j3d.json,performance_metrics,-0.6439297199249268,-0.6475456953048706,-0.645664393901825,1,5,1,5,1
xlnet/xlnet-large-cased,8rtm4j3d.json,ethical_considerations,-0.6836223006248474,-0.7288683652877808,-0.6429927349090576,1,5,1,5,1
xlnet/xlnet-large-cased,8rtm4j3d.json,caveats_recommendations,-0.06275264173746109,0.24443243443965912,-0.3385941684246063,5,5,5,5,5
xlnet/xlnet-large-cased,ab42hhih.json,model_details,-0.21468468010425568,-0.2091841697692871,-0.2241140902042389,5,5,5,5,5
xlnet/xlnet-large-cased,ab42hhih.json,intended_use,-0.03370507061481476,0.18775193393230438,-0.23987817764282227,4,5,4,5,4
xlnet/xlnet-large-cased,ab42hhih.json,generative_capabilities,-0.6439297199249268,-0.6475456953048706,-0.645664393901825,1,5,1,5,1
xlnet/xlnet-large-cased,ab42hhih.json,safety_considerations,-0.6439297199249268,-0.6475456953048706,-0.645664393901825,1,5,1,5,1
xlnet/xlnet-large-cased,ab42hhih.json,training_data,-0.20504088699817657,-0.12802211940288544,-0.2834198772907257,5,5,5,5,5
xlnet/xlnet-large-cased,ab42hhih.json,performance_metrics,-0.6439297199249268,-0.6475456953048706,-0.645664393901825,1,5,1,5,1
xlnet/xlnet-large-cased,ab42hhih.json,ethical_considerations,-0.6836223006248474,-0.7288683652877808,-0.6429927349090576,1,5,1,5,1
xlnet/xlnet-large-cased,ab42hhih.json,caveats_recommendations,-0.5860394239425659,-0.5257421135902405,-0.6497230529785156,1,5,1,5,1
goldfish-models/msa_latn_1000mb,xs58yreg.json,model_details,-0.17556776106357574,-0.12408949434757233,-0.22969374060630798,4,5,4,4,4
goldfish-models/msa_latn_1000mb,xs58yreg.json,intended_use,-0.1624884009361267,0.004866525065153837,-0.3223978281021118,5,5,5,5,5
goldfish-models/msa_latn_1000mb,xs58yreg.json,generative_capabilities,-0.18127697706222534,0.02167207933962345,-0.37178730964660645,5,5,5,5,5
goldfish-models/msa_latn_1000mb,xs58yreg.json,safety_considerations,-0.21172095835208893,0.007114953827112913,-0.4155925214290619,4,5,4,5,4
goldfish-models/msa_latn_1000mb,xs58yreg.json,training_data,-0.1496262550354004,-0.05366549268364906,-0.24547410011291504,5,5,5,5,5
goldfish-models/msa_latn_1000mb,xs58yreg.json,performance_metrics,-0.23529063165187836,-0.08015775680541992,-0.3845740854740143,5,5,5,5,5
goldfish-models/msa_latn_1000mb,xs58yreg.json,ethical_considerations,-0.7392654418945312,-0.7676848769187927,-0.7161934971809387,2,5,2,4,2
goldfish-models/msa_latn_1000mb,xs58yreg.json,caveats_recommendations,-0.17884263396263123,-0.05961378291249275,-0.2960216701030731,5,5,5,5,5
goldfish-models/msa_latn_1000mb,2iv7zzj6.json,model_details,-0.21656174957752228,-0.14900155365467072,-0.286081999540329,5,5,5,4,5
